train_loss,val_loss
0.6930549740791321,0.6911702156066895
0.6914423108100891,0.6891366243362427
0.689484179019928,0.6854240894317627
0.6865068078041077,0.680947482585907
0.6796475648880005,0.6725067496299744
0.674869954586029,0.6683660745620728
0.6702460050582886,0.6646692156791687
0.658222496509552,0.6481419801712036
0.6472955346107483,0.6420271992683411
0.641295850276947,0.6329370737075806
0.6368305087089539,0.6297876238822937
0.6209710836410522,0.6508753895759583
0.6556041240692139,0.6222003102302551
0.6323401927947998,0.6341257095336914
0.6385118365287781,0.615164577960968
0.6164440512657166,0.6273545622825623
0.6255356669425964,0.6053100228309631
0.6290595531463623,0.623908281326294
0.6064794659614563,0.6286684274673462
0.6115809679031372,0.603413462638855
0.6005499362945557,0.5968301296234131
0.5911714434623718,0.6081214547157288
0.5957364439964294,0.6161813735961914
0.6012944579124451,0.5911786556243896
0.5945934653282166,0.5919248461723328
0.5926339030265808,0.5979481339454651
0.5960652232170105,0.5854987502098083
0.5890647768974304,0.5737853050231934
0.5787718892097473,0.5789026021957397
0.576610803604126,0.5696598887443542
0.5685603022575378,0.5663558840751648
0.5631800889968872,0.5709762573242188
0.5696414709091187,0.565933883190155
0.5518171191215515,0.5467799305915833
0.5599473714828491,0.5417720079421997
0.5502787828445435,0.5475293397903442
0.54981529712677,0.5482503175735474
0.5371593236923218,0.5357434749603271
0.5493766069412231,0.5289880633354187
0.5285775065422058,0.5237588882446289
0.5193737149238586,0.5098455548286438
0.5178670883178711,0.517427921295166
0.5200796723365784,0.4967144727706909
0.5209526419639587,0.5037334561347961
0.508262574672699,0.49970775842666626
0.5021906495094299,0.4930071532726288
0.5021626949310303,0.5019161105155945
0.5099890232086182,0.48078417778015137
0.48949170112609863,0.4890042245388031
0.4967176914215088,0.4925357401371002
