train_loss,val_loss,val_ndcg@10,val_precision@10,val_recall@10,val_mae,val_rmse
0.6941965222358704,0.6907849311828613,0.0,0.0,0.0,0.49878216,0.49881762
0.6911007761955261,0.6834136247634888,0.15139734109601005,0.2,0.0025252525,0.4940279,0.49512073
0.68441241979599,0.6754245162010193,0.06362078819895173,0.1,0.0012626263,0.48823443,0.49148527
0.6780275106430054,0.7259699702262878,0.09478836436955079,0.1,0.0012626263,0.47368762,0.5139967
0.7199757695198059,0.6594551205635071,0.06625422345438904,0.1,0.0012626263,0.47961542,0.48350263
0.6634206175804138,0.6870238780975342,0.0,0.0,0.0,0.4871116,0.49777934
0.688495934009552,0.6778566837310791,0.0,0.0,0.0,0.48682696,0.49301887
0.6733534336090088,0.6581429243087769,0.0,0.0,0.0,0.47935495,0.4829555
0.6572325825691223,0.6563237309455872,0.0,0.0,0.0,0.47449002,0.4820386
0.6552280187606812,0.6498258709907532,0.0,0.0,0.0,0.46815938,0.47915685
0.6534544825553894,0.6370159983634949,0.0,0.0,0.0,0.4622896,0.47426766
0.6328235864639282,0.6303455233573914,0.0,0.0,0.0,0.4542883,0.47121376
0.633884608745575,0.6228926181793213,0.0,0.0,0.0,0.44287452,0.46836594
0.632313072681427,0.6430382132530212,0.0,0.0,0.0,0.4446436,0.4815735
0.6396662592887878,0.6521768569946289,0.06943122193677728,0.1,0.0012626263,0.42868054,0.48185757
0.6546109318733215,0.6162509918212891,0.0,0.0,0.0,0.43314284,0.46443677
0.6141958832740784,0.6214351654052734,0.0,0.0,0.0,0.44032314,0.47004643
0.642399787902832,0.6353816986083984,0.0,0.0,0.0,0.44933468,0.47628218
0.6234411597251892,0.618145227432251,0.24890832702259466,0.2,0.0025252525,0.4408894,0.46481037
0.6031637191772461,0.6073698401451111,0.7084409501232901,0.6,0.007575758,0.42523408,0.45986143
0.605204701423645,0.5848219394683838,1.0,1.0,0.012626262,0.41675577,0.44867072
0.5818159580230713,0.5866759419441223,0.8611375561264456,0.9,0.011363637,0.42199954,0.4504473
0.5731313824653625,0.5893339514732361,0.6004311286161026,0.7,0.0088383835,0.4170977,0.45406398
0.5764040350914001,0.5483347773551941,1.0,1.0,0.012626262,0.392589,0.43458042
0.5540334582328796,0.541652500629425,1.0,1.0,0.012626262,0.3885634,0.4308626
0.5367218852043152,0.5409435033798218,1.0,1.0,0.012626262,0.3810298,0.43102387
0.5312202572822571,0.5132214426994324,1.0,1.0,0.012626262,0.36322692,0.41906697
0.516721785068512,0.5020933151245117,1.0,1.0,0.012626262,0.34968248,0.41477793
0.5124397873878479,0.49757370352745056,0.88995411685096,0.9,0.011363637,0.3508815,0.4118013
0.5024549961090088,0.49216076731681824,0.9216017310213247,0.9,0.011363637,0.34605694,0.41066468
0.5010766386985779,0.49880149960517883,1.0,1.0,0.012626262,0.33629435,0.41629612
0.49966564774513245,0.5075007081031799,1.0,1.0,0.012626262,0.36059672,0.41849995
0.5222051739692688,0.5116434097290039,0.9363792118010483,0.9,0.011363637,0.3469616,0.42037016
0.47678127884864807,0.46706998348236084,0.9052116356304495,0.9,0.011363637,0.32215208,0.39964548
0.48827558755874634,0.4791977107524872,0.9216017310213247,0.9,0.011363637,0.34033373,0.40606534
0.4852276146411896,0.4673302471637726,0.8611375561264456,0.9,0.011363637,0.3381498,0.3980892
0.4760683476924896,0.48058754205703735,0.9148568823583791,0.9,0.011363637,0.3313237,0.40475446
0.4626188576221466,0.465977281332016,1.0,1.0,0.012626262,0.3089269,0.39809567
0.4872281551361084,0.45524895191192627,1.0,1.0,0.012626262,0.3082963,0.39426368
0.46294111013412476,0.4655155539512634,1.0,1.0,0.012626262,0.32454458,0.3991333
0.46042826771736145,0.4634966254234314,1.0,1.0,0.012626262,0.3193835,0.39897504
0.4663401246070862,0.44743454456329346,1.0,1.0,0.012626262,0.31892833,0.39024282
0.44877609610557556,0.452666312456131,0.7058075148678529,0.6,0.007575758,0.31319305,0.3921225
0.46000251173973083,0.476826012134552,0.8521705090845474,0.8,0.01010101,0.3141986,0.4017719
0.4925452470779419,0.4834356904029846,1.0,1.0,0.012626262,0.32725787,0.40828395
0.47573205828666687,0.47311586141586304,1.0,1.0,0.012626262,0.3276501,0.40323302
0.474483847618103,0.4557580351829529,1.0,1.0,0.012626262,0.31952012,0.39416087
0.4658646285533905,0.4608469605445862,1.0,1.0,0.012626262,0.31814304,0.3962744
0.4679485261440277,0.4749310314655304,1.0,1.0,0.012626262,0.32344228,0.40358654
0.4660331904888153,0.4592447280883789,1.0,1.0,0.012626262,0.32014433,0.39491573
0.45704060792922974,0.45895835757255554,1.0,1.0,0.012626262,0.31568518,0.39605033
0.45972326397895813,0.4600830376148224,1.0,1.0,0.012626262,0.30882826,0.39586002
0.44682833552360535,0.4565930664539337,0.77990823370192,0.9,0.011363637,0.30756366,0.39625937
0.4466991722583771,0.4618186950683594,1.0,1.0,0.012626262,0.32490492,0.39610708
0.46084579825401306,0.47197338938713074,1.0,1.0,0.012626262,0.3332545,0.40089133
0.47375157475471497,0.46996501088142395,0.7720617383222419,0.7,0.0088383835,0.32692772,0.40293
0.4661876857280731,0.45816996693611145,0.841492960259019,0.8,0.01010101,0.3243386,0.3947398
0.44127827882766724,0.4653107523918152,1.0,1.0,0.012626262,0.3203078,0.39777833
0.45355433225631714,0.44497057795524597,1.0,1.0,0.012626262,0.30168498,0.38797745
0.45513150095939636,0.4453776180744171,1.0,1.0,0.012626262,0.29516113,0.38767603
