train_loss,val_loss
0.6930899024009705,0.6919365525245667
0.6920952796936035,0.6898008584976196
0.6901466846466064,0.6860467791557312
0.687052845954895,0.6804007291793823
0.6790248155593872,0.6682833433151245
0.6717796921730042,0.6838905811309814
0.6855356097221375,0.6744789481163025
0.6646683812141418,0.6577087640762329
0.6563659310340881,0.6525781750679016
0.6521630883216858,0.6502150893211365
0.6530277729034424,0.6295033693313599
0.6233051419258118,0.639262318611145
0.6479431390762329,0.6222268342971802
0.6307364702224731,0.6382549405097961
0.6366057991981506,0.613014280796051
0.6147329807281494,0.6174932718276978
0.6122027039527893,0.5975724458694458
0.6229163408279419,0.6296332478523254
0.6207189559936523,0.6132814288139343
0.59531170129776,0.6086251735687256
0.6081326603889465,0.5914034843444824
0.5863149762153625,0.6078202128410339
0.5928464531898499,0.6233955025672913
0.6103440523147583,0.5978020429611206
0.5899308919906616,0.5934452414512634
0.5966547727584839,0.6080347895622253
0.6056233644485474,0.5876135230064392
0.5934586524963379,0.5768920183181763
0.5825357437133789,0.5840776562690735
0.5832545161247253,0.5727527737617493
0.5733849406242371,0.5657944083213806
0.5684108734130859,0.5673768520355225
0.5719954967498779,0.5603539347648621
0.5504275560379028,0.53775954246521
0.5554928779602051,0.5305689573287964
0.539107620716095,0.5312622785568237
0.5299261212348938,0.5222305059432983
0.5167168378829956,0.5040297508239746
0.5178730487823486,0.5035126805305481
0.5051260590553284,0.49870067834854126
0.4950299859046936,0.4700922966003418
0.4776252508163452,0.5063470602035522
0.5085964202880859,0.4780147969722748
0.4954760670661926,0.4890395700931549
0.4920026957988739,0.4763265550136566
0.4776831269264221,0.4806428849697113
0.48887941241264343,0.48526155948638916
0.4894455671310425,0.4543932378292084
0.46426883339881897,0.47684675455093384
0.47466859221458435,0.4601302444934845
